2024/10/05 02:16:23 [warn] 184#184: 512 worker_connections are not enough, reusing connections
2024/10/05 02:16:23 [alert] 184#184: 512 worker_connections are not enough
2024/10/05 02:16:23 [error] 183#183: *874 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost-nginx-proxy-manager, request: "GET /favicon.ico HTTP/1.1", upstream: "http://127.0.0.1:80/favicon.ico", host: "20.81.47.192", referrer: "http://20.81.47.192/"
2024/10/05 02:17:27 [error] 184#184: *878 open() "/var/www/html/cdn-cgi/trace" failed (2: No such file or directory), client: 152.42.247.210, server: localhost-nginx-proxy-manager, request: "GET /cdn-cgi/trace HTTP/1.1", host: "speed.cloudflare.com"
2024/10/05 02:23:46 [error] 184#184: *883 open() "/var/www/html/gecko.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /gecko.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:46 [error] 184#184: *883 open() "/var/www/html/wp-content/themes/4lmfvb5t/fooster1337.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/4lmfvb5t/fooster1337.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:46 [error] 184#184: *883 open() "/var/www/html/wp-admin/css/colors/coffee/index.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/colors/coffee/index.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:46 [error] 184#184: *883 open() "/var/www/html/site/api.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /site/api.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:46 [error] 184#184: *883 open() "/var/www/html/wp-includes/Text/Diff/Engine.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/Text/Diff/Engine.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:46 [error] 184#184: *883 open() "/var/www/html/libraries/joomla/session/luuf.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /libraries/joomla/session/luuf.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:47 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/seoo/wsoyanz.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/seoo/wsoyanz.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:47 [error] 184#184: *883 open() "/var/www/html/images/ioxi002.PhP7" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /images/ioxi002.PhP7 HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:47 [error] 184#184: *883 open() "/var/www/html/images/vuln.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /images/vuln.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:47 [error] 184#184: *883 open() "/var/www/html/storage/filemanager.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /storage/filemanager.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:47 [error] 184#184: *883 open() "/var/www/html/botwdhur.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /botwdhur.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:47 [error] 184#184: *883 open() "/var/www/html/133795/wp-content/themes/pridmag/db.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /133795//wp-content/themes/pridmag/db.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:47 [error] 184#184: *883 open() "/var/www/html/css/xmrlpc.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /css/xmrlpc.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:47 [error] 184#184: *883 open() "/var/www/html/wp-includes/js/tinymce/api.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/js/tinymce/api.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:47 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/trfree/ms-edit.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/trfree/ms-edit.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:47 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/ipqhnaq/owhzsnwh.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/ipqhnaq/owhzsnwh.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:47 [error] 184#184: *883 open() "/var/www/html/wp-admin/css/colors/midnight/WuTRJzFra.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/colors/midnight/WuTRJzFra.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:47 [error] 184#184: *883 open() "/var/www/html/wp-content/themes/fswefy0o/fooster1337.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/fswefy0o/fooster1337.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:47 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/dfgev2ig/fooster1337.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/dfgev2ig/fooster1337.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:47 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/eapobou/rkibated.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/eapobou/rkibated.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:47 [error] 184#184: *883 open() "/var/www/html/wp-includes/images/media/JERzeK.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/images/media/JERzeK.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:48 [error] 184#184: *883 open() "/var/www/html/wp-includes/zwi-cofg.php.suspected" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/zwi-cofg.php.suspected HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:48 [error] 184#184: *883 open() "/var/www/html/fpvztega.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /fpvztega.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:48 [error] 184#184: *883 open() "/var/www/html/wp-includes/fonts/luuf.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/fonts/luuf.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:48 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/5wr09dfi/fooster1337.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/5wr09dfi/fooster1337.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:48 [error] 184#184: *883 open() "/var/www/html/file.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /file.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:48 [error] 184#184: *883 open() "/var/www/html/modules/class.cache.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /modules/class.cache.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:48 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/core-plugin/include.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET //wp-content/plugins/core-plugin/include.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:48 [error] 184#184: *883 open() "/var/www/html/wp-content/uploads/UrOXWTJdwJ.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/uploads/UrOXWTJdwJ.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:48 [error] 184#184: *883 open() "/var/www/html/mdpjatct.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /mdpjatct.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:48 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/tuenucrlvl/luuf.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/tuenucrlvl/luuf.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:48 [error] 184#184: *883 open() "/var/www/html/wp-admin/css/colors/blue/fex.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/colors/blue/fex.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:48 [error] 184#184: *883 open() "/var/www/html/wp-content/themes/wp-pridmag/init.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/wp-pridmag/init.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:48 [error] 184#184: *883 open() "/var/www/html/bless.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /bless.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:48 [error] 184#184: *883 open() "/var/www/html/mari.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET //mari.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:48 [error] 184#184: *883 open() "/var/www/html/ALFA_DATA/alfacgiapi/fosil.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /ALFA_DATA/alfacgiapi/fosil.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:49 [error] 184#184: *883 open() "/var/www/html/tinyfilemanager/tinyfilemanager.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /tinyfilemanager/tinyfilemanager.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:49 [error] 184#184: *883 open() "/data/letsencrypt-acme-challenge/.well-known/acme-challenge/wso112233.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /.well-known/acme-challenge/wso112233.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:49 [error] 184#184: *883 open() "/data/letsencrypt-acme-challenge/.well-known/acme-challenge/shimo.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /.well-known/acme-challenge/shimo.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:49 [error] 184#184: *883 open() "/var/www/html/l/index.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /l/index.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:49 [error] 184#184: *883 open() "/var/www/html/wp-admin/maint/go.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/maint/go.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:49 [error] 184#184: *883 open() "/var/www/html/wp-content/uploads/upload_handler.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/uploads/upload_handler.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:49 [error] 184#184: *883 open() "/var/www/html/wp-content/themes/hideo/network.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/hideo/network.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:49 [error] 184#184: *883 open() "/var/www/html/wp-admin/ynz.PhP7" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/ynz.PhP7 HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:49 [error] 184#184: *883 open() "/var/www/html/.well-known/fm.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /.well-known/fm.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:49 [error] 184#184: *883 open() "/var/www/html/wp-content/themes/sohtoj03/fooster1337.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/sohtoj03/fooster1337.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:49 [error] 184#184: *883 open() "/var/www/html/cgi-bin/cgi-bin/alfa-rex.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /cgi-bin/cgi-bin/alfa-rex.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:49 [error] 184#184: *883 open() "/var/www/html/dir.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /dir.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:49 [error] 184#184: *883 open() "/var/www/html/wp-admin/css/colors/midnight/wp-login.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/colors/midnight/wp-login.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:49 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/rex/l/index.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/rex/l/index.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:49 [error] 184#184: *883 open() "/var/www/html/maint/alfa-rex.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /maint/alfa-rex.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:50 [error] 184#184: *883 open() "/var/www/html/.well-known/makeasmtp.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /.well-known/makeasmtp.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:50 [error] 184#184: *883 open() "/var/www/html/wp-content/themes/864axcqt/fooster1337.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/864axcqt/fooster1337.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:50 [error] 184#184: *883 open() "/var/www/html/m.php/text.php/footer.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /m.php/text.php/footer.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:50 [error] 184#184: *883 open() "/var/www/html/site/about.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /site/about.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:50 [error] 184#184: *883 open() "/var/www/html/wp-includes/js/tinymce/plugins/compat3x/css/themes.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/js/tinymce/plugins/compat3x/css/themes.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:50 [error] 184#184: *883 open() "/var/www/html/wp-content/ovaqgqmxc.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/ovaqgqmxc.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:50 [error] 184#184: *883 open() "/var/www/html/index/fex.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /index/fex.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:50 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/rniesac/yfcpyvdn.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/rniesac/yfcpyvdn.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:50 [error] 184#184: *883 "/var/www/html/wp-admin/css/colors/blue/index.html" is not found (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET //wp-admin/css/colors/blue/ HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:50 [error] 184#184: *883 open() "/var/www/html/wp-content/themes/zancdcj/mbnyynmk.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/zancdcj/mbnyynmk.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:50 [error] 184#184: *883 open() "/var/www/html/css/index.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /css/index.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:50 [error] 184#184: *883 open() "/var/www/html/wp-content/themes/h47vbpo2/fooster1337.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/h47vbpo2/fooster1337.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:50 [error] 184#184: *883 open() "/var/www/html/wp-includes/IXR/index.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/IXR/index.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:50 [error] 184#184: *883 open() "/var/www/html/MARIJUANA.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /MARIJUANA.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:50 [error] 184#184: *883 open() "/var/www/html/bcs_website/wp-content/themes/pridmag/db.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /bcs_website//wp-content/themes/pridmag/db.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:51 [error] 184#184: *883 open() "/var/www/html/wp-admin/css/colors/midnight/alfa-rex.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/colors/midnight/alfa-rex.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:51 [error] 184#184: *883 open() "/var/www/html/wp-admin/user/about.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/user/about.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:51 [error] 184#184: *883 open() "/var/www/html/wp-admin/images/oussdz.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/images/oussdz.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:51 [error] 184#184: *883 open() "/var/www/html/wp-includes/alfa-rex.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/alfa-rex.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:51 [error] 184#184: *883 open() "/var/www/html/wp-includes/SimplePie/Content/version.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/SimplePie/Content/version.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:51 [error] 184#184: *883 open() "/var/www/html/wp-content/ovaeztalj.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/ovaeztalj.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:51 [error] 184#184: *883 open() "/var/www/html/library.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /library.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:51 [error] 184#184: *883 open() "/var/www/html/wp-includes/images/smilies/blurbs.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/images/smilies/blurbs.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:51 [error] 184#184: *883 open() "/var/www/html/wp-trackback.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-trackback.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:51 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/d8663d17/fooster1337.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/d8663d17/fooster1337.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:51 [error] 184#184: *883 open() "/var/www/html/wp-includes/certificates/about.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-includes/certificates/about.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:51 [error] 184#184: *883 open() "/var/www/html/wp-file.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-file.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:51 [error] 184#184: *883 open() "/var/www/html/wp-content/ovacdjmwj.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/ovacdjmwj.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:51 [error] 184#184: *883 open() "/var/www/html/dirs.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /dirs.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:51 [error] 184#184: *883 open() "/var/www/html/wp-content/about.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/about.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:52 [error] 184#184: *883 open() "/var/www/html/ggft.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /ggft.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:52 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/Cache/alfa-rex.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/Cache/alfa-rex.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:52 [error] 184#184: *883 open() "/var/www/html/add.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /add.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:52 [error] 184#184: *883 open() "/var/www/html/custom-header.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /custom-header.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:52 [error] 184#184: *883 open() "/var/www/html/pki-validation/admin1.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /pki-validation/admin1.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:52 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/linkpreview/db.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET //wp-content/plugins/linkpreview/db.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:52 [error] 184#184: *883 open() "/var/www/html/wp-content/themes/1hd4k2kz/fooster1337.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/1hd4k2kz/fooster1337.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:52 [error] 184#184: *883 open() "/var/www/html/fm1.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /fm1.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:52 [error] 184#184: *883 open() "/var/www/html/wp-content/languages/luuf.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET //wp-content/languages/luuf.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:52 [error] 184#184: *883 open() "/var/www/html/shop/wp-content/themes/pridmag/db.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /shop//wp-content/themes/pridmag/db.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:52 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/one-click-demo-import/vendor" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/one-click-demo-import/vendor HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:52 [error] 184#184: *883 open() "/var/www/html/gecko.php/text.php/ae.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /gecko.php/text.php/ae.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:52 [error] 184#184: *883 open() "/var/www/html/wp-content/languages/themes.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/languages/themes.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:52 [error] 184#184: *883 open() "/var/www/html/wp-content/plugins/admin.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/plugins/admin.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:52 [error] 184#184: *883 open() "/var/www/html/mszydssv.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /mszydssv.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:53 [error] 184#184: *883 open() "/var/www/html/wp-content/themes/evita/issue.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/themes/evita/issue.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:53 [error] 184#184: *883 open() "/var/www/html/lufi.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /lufi.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:53 [error] 184#184: *883 open() "/var/www/html/wp-content/repeater.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/repeater.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:53 [error] 184#184: *883 open() "/var/www/html/wp-content/uploads/sxx.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /wp-content/uploads/sxx.php HTTP/1.1", host: "thomasgroupusa.com"
2024/10/05 02:23:53 [error] 184#184: *883 open() "/data/letsencrypt-acme-challenge/.well-known/acme-challenge/file1.php" failed (2: No such file or directory), client: 52.169.8.167, server: localhost-nginx-proxy-manager, request: "GET /.well-known/acme-challenge/file1.php HTTP/1.1", host: "thomasgroupusa.com"
